"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.0044741077368609,0.256651532957949,0.906,0.785,1,"1","NRDC"
0.00447690268158502,0.33266226649384,0.786,0.63,1,"1","ANAPC1"
0.00456532273253691,0.503282720900938,0.484,0.362,1,"1","APCDD1"
0.0047102781139306,0.33535878578601,0.78,0.661,1,"1","TET2"
0.00471278583437896,0.561025205984962,0.296,0.182,1,"1","TSNARE1"
0.00471357595987629,0.431797643161329,0.484,0.343,1,"1","GYS1"
0.00471835918302807,0.253218850634239,0.78,0.669,1,"1","SHOC2"
0.00474722451315925,0.475428188709485,0.503,0.36,1,"1","TMBIM1"
0.00477278589501803,0.444904746745031,0.623,0.504,1,"1","SUGCT"
0.00481460462942242,0.575098910794844,0.314,0.203,1,"1","RABL2B"
0.00494303489976878,0.406810417907512,0.484,0.356,1,"1","ZCCHC2"
